headword	text	sense1	sense2	sense3	sense4	sense5	sense6	sense7
bank-n	However, the anticipated legal reform will relax banking regulations so that <banks> themselves will also be able to engage in certain finance lease transactions, although not likely with ijarah wa iqtina transactions.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	In Leeds the River Aire flooded over its <banks> causing flooding in the Kirkstall Road area of the city, blocking a main route into the city.	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s3
bank-n	While several states are fighting to ban what many officials consider to be legalized loan sharking, big-name <banks> like JPMorgan, Chase, Bank of America, and Wells Fargo have found inventive ways to profit by supporting the payday lending industry.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	Some banks specialize in larger loans while other <banks> have more experience in the moderate and smaller loan sector.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	What happens if I forget to make the bank transfer via my <bank>?	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	The river's <banks> are steep next to the pulp mill and between the manor and the stadium, the river's course is meandering.	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2
bank-n	The Winooski Archeological Site is located on a terrace above the north <bank> of the Winooski River.	a1.s2	a2.s2	a3.s2	a4.s2	a5.sx	a6.s2	a7.s2
bank-n	The sharing of information minimizes the bank's evaluation of credit applicants and lessens competition among <banks> since they do not fear to get an adverse selection of applicants anymore.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	Joshua Oigara is the chief executive officer of Kenya's biggest <bank> by assets, Kenya Commercial Bank (KCB).	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	I don't recall any moment in history when Americans trusted institutions like the <banks> or the governments.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	Other private sector <banks> like ICICI, HDFC etc. have lower interest rate than BOP.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	"On quarter-on-quarter basis, narrow money supply fell by 6.9 per cent, due to 2.3 per cent and 7.7 per cent decrease in its currency outside <banks> and demand deposits components, respectively."	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	Scrambling down a steep, slippery <bank> we made it to one suitable spot, and stripped off.	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2
bank-n	Mr Sinclair arrived from Oxford House - the men carrying firewood up the <bank> - the Brig came up with the evengs tide."	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2
bank-n	From global banks to local <banks> and governmental agencies that provide banking services, Dentons has a global banking team ready to assist you–working from offices around the world, including the major banking centers of London, Hong Kong, New York and Toronto.	a1.s2	a2.s1	a3.sx	a4.s2	a5.sx	a6.sx	a7.s1
bank-n	In Anambra state, micro finance banking came into existence following the 2005 government policy which leads to the conversion of community banks to micro finance bank so many <banks> were given provisional approval while others were given final license (Chukwuma 2007).	a1.sx	a2.sx	a3.sx	a4.sx	a5.sx	a6.sx	a7.s1
bank-n	The criminal banker who dreamed up charging cash machine fees - paying a fee to take your own money from the <bank> while they save on teller salaries.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	Scotland's fourth-largest city, Dundee, is situated upon the north <bank> of the River Tay on the east coast of Scotland.	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2
bank-n	Might be a buy if the cash in <bank> & no debt info is verified It seems PGU grew some new wings on the Montreal Stock Exchange.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	The suit was not, of course, one by depositors alleging the reception of deposits while the <bank> was insolvent.	a1.s1	a2.sx	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	<Banks> like SBI and Canara Bank have established subsidiaries to provide factoring services.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	The good news for us is that giant investment <banks> like JP Morgan and Bank of America don't actually use this information to trade small stocks.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	Look closely at your credit because if you make an effort to get financing via a <bank> or anybody they are going to look at your credit history and view in case it is even open to have the ability to spot that loan out for your requirements.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	He is clearly talking about slaughtering a pig not busting open a piggy <bank>. the piggy bank allusions are to be expected but they dont comprise a very large fraction of the lyrics.	a1.s1	a2.s12	a3.s3	a4.s3	a5.s1	a6.s3	a7.s1
bank-n	WASHINGTON – The House of Representatives, with bipartisan support, passed legislation Wednesday that would roll back a major element of the 2010 law intended to strengthen the nation's financial regulations by allowing big <banks> like Citigroup and JPMorgan Chase to continue to handle most types of derivatives trades in house.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	Once we are satisfied about the quality of work of these associations, let us then break open our piggy <banks> and fund these associations.	a1.s1	a2.s11	a3.s5	a4.s3	a5.s1	a6.s3	a7.s1
bank-n	The source revealed that the current salary limit for expatriates to apply for loans is KD 400 in most <banks> while some banks has set a limit of KD 500 – KD 600.	a1.sx	a2.sx	a3.sx	a4.sx	a5.sx	a6.sx	a7.s1
bank-n	Near the waterfall scramble up the steep <bank> in front of the cliff, or walk back a few metres andfollow the main path which climbs more gently.	a1.s2	a2.s2	a3.sx	a4.s2	a5.s2	a6.s2	a7.s2
bank-n	Which explains Lord Acton's remark that: "The issue which has swept down the centuries, and must be fought sooner or later, is the people versus the <banks> ." Gladstone said about the Bank of England: "The Bank of England, from becoming the banker's bank has become the government's government."	a1.s1	a2.sx	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	Now look at that trout close under the farther <bank>, sucking in the fat Mayflies with a gusto worthy of an alderman.	a1.sx	a2.sx	a3.sx	a4.s2	a5.sx	a6.sx	a7.s2
bank-n	Harleysville Bank is a FDIC-insured <bank> with certificate number of 31461.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	In part because the presence of branches can affect the way banks compete for mortgage borrowers, I subdivide banks by whether or not they have branches in the local market being considered (local <banks> versus nonlocal banks).	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	Floodplain Protection: By giving rivers room to swell beyond their <banks> in times of high flow, undeveloped floodplains reduce flood risk to communities downstream while allowing groundwater aquifers to recharge and natural water purification processes to function.	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s3
bank-n	The government has maintained that Rajasthan has seen improvement due to improved performances of public sector banks while private <banks> and NBFCs contributed to the growth in Gujarat.	a1.sx	a2.sx	a3.sx	a4.sx	a5.sx	a6.sx	a7.s1
bank-n	In a profit-seeking banking system, a depositor puts money in the <bank>.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	<Banks> like Citibank allow you to take personal loans of up to Rs.30 lakh in a span of 48 hours, without any documentation such as income proof, and address proof, provided your residence and office address is updated in the Citibank account.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	The stadium is located in the New Savinovsky district of Kazan, between the Hussain Yamasheva and Chistopolskiy prospects, near the right <bank> of the Kazanka river, near the Riviera water park and the Olympus sports complex.	a1.s2	a2.s7	a3.s2	a4.s2	a5.s2	a6.s2	a7.s3
bank-n	The Eurosystem supplied unlimited funding to <banks> against appropriate collateral at a fixed interest rate, a practise that was labelled "fixed rate full allotment policy".	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
bank-n	Greece's second largest <bank> by assets, Eurobank, needs €5.8bn, with the fourth largest lender Piraeus Bank being short of €7.3bn, according to the Wall Street Journal.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	While a foreign bank not subject to United States regulation will be eligible for chapter 15 as a consequence of the amendment to section 109, section 303 prohibits the commencement of a full involuntary case against such a foreign <bank> unless the bank is a debtor in a foreign proceeding.	a1.sx	a2.sx	a3.sx	a4.sx	a5.sx	a6.sx	a7.s1
bank-n	I still struggle to understand how secured lenders can charge these obscene rates while <banks> will extend ordinary business loans at LIBOR+5% or so.) Subsequent to year's end, Schuff paid off the $1.4 million 13% PIK note owned by an inside shareholder.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	Immediate restitution of the cash deposit in the national <bank> of Belgium, and in general immediate return of all documents, specie, stocks, shares, paper money, together with plant for the issue thereof, touching public or private interests in the invaded countries.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	Winchester House Winchester House boasts a fantastic west London location, right on the <banks> of the River Thames.	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s3
bank-n	Jack Lew has been a slew of things–hedge fund manager at Citigroup (bailed out big <bank>), university administrator (administrative stuff, not academic stuff) at NYU, Clinton and Obama administration OMB administrator, State Department official, and of course White House Chief of Staff.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	The waterfall is just a stone's throw from the parking area, but it requires a scramble down a steep <bank> to see it.	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2
bank-n	Views at end over Kent estuary and walk along <bank> of estuary back to start point.	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s3
bank-n	I forgot to mention that when I came in a couple, had the entry blocked with their minivan, and was fishing off the <bank>, blaring Kid Rock out of their Dewalt radio, and had a pitbull on a long leash that tried to attack me as I walked by, and they sat there and yelled "I'll break your neck dog!"	a1.s2	a2.s6	a3.s2	a4.s2	a5.s2	a6.s2	a7.s3
bank-n	FILE – In this March 28, 2020 file photo, clients wearing masks to help protect themselves from the coronavirus wait to use ATM machines outside a closed <bank> in Beirut, Lebanon.	a1.s1	a2.s4	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	<Banks> like Barclays and Santander have tried to tap into the booming world of fintech, or financial technology, more broadly through investment and mentorship.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	Taken together, these developments indicate that liquidity flows from a handful of top-tier FX dealer <banks> to the other banks.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx	a7.s1
bank-n	The CDs are in a taxable account at local <banks> (earning 2%-2.5%).	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	But at least you can change <banks> if the bank keeps making mistakes or your account is being hacked.	a1.sx	a2.sx	a3.sx	a4.sx	a5.sx	a6.sx	a7.s1
bank-n	The Ancient Egyptians lived along the <banks> of the river Nile in Egypt.	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s3
bank-n	It is in that respect that we urge the media through this forum to make Nigerian depositors aware that the NDIC's maximum coverage limits of N500,000 per depositor per commercial, merchant and, non-interest bank, primary mortgage bank and mobile money operator, as well as N200,000 per depositor per microfinance <bank> remain the most adequate and robust in the world.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	If a Govt in panic bails out a <bank> e.g. the BNZ on the 80's, or suddenly produces a guarantee in the 2000's, thats a bonus to the individual, not a right surely ?	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	"When women start robbing <banks> I'm selling out," he said, and sold out.	a1.s2	a2.s8	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	This would be like saying, "If you're robbing a bank, and you have hostages inside the <bank> and the cops are outside with a bullhorn, telling you to come out with your hands up ...you can invoke the 5th."	a1.s1	a2.s10	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	4.1 The heading of Exception 3 'Saving of a guarantee agreement of a bank or a financial institution' indisputably reinforce the fact that it was enacted to address certain concerns of the <banks> and financial institutions (FIs).	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	What can make no credit payday loans so <banks> in raleigh north carolina who give payday advances straightforward to get is that lenders.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	Currently, GS Bank has total deposits of around $114 billion, which pales in comparison to the total deposits of large consumer <banks> like Wells Fargo and Bank of America.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	I require a $500 non refundable deposit within 24 hours of auction endingFull payment due in 3 Days after AuctionTypeaccepted: Cash in person, or a cashiers check All funds must clear the <bank> before the title is signed and the vehicle will leave mypossession.	a1.s1	a2.sx	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	Public Banks vs. State Infrastructure <Banks> / Revolving Loan Funds There are characteristics of BND that distinguish it from other infrastructure investment vehicles and quasi-public agencies.	a1.s1	a2.s11	a3.s1	a4.sx	a5.s1	a6.s1	a7.s1
bank-n	Negative Interest Rate Policy, "NIRP", or mostly simply "negative interest rates" is an unconventional monetary policy tool, in which central <banks> like the Federal Reserve take the dramatic step of dropping their policy rates below 0%.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	Again, <banks> without branches represent four out of the top six.	a1.s2	a2.s4	a3.s1	a4.s1	a5.s1	a6.sx	a7.s1
bank-n	Commercial banks are either national <banks> that are chartered by the federal government or state banks that are chartered by state governments.	a1.sx	a2.sx	a3.sx	a4.sx	a5.sx	a6.sx	a7.s1
bank-n	If you did get a basic account with a <bank> you owed money would they be legally allowed to take your money to offset the debt or not.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	In fact, the overriding risk is that central <banks> will do too little to address climate change, rather than too much.	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx	a6.s1	a7.s1
bank-n	"Anytime I go to a new lake, I'll fish well away from the bank, cast toward the <bank> and reel my Beetle Spin jig in just off the bottom.	a1.s2	a2.s2	a3.sx	a4.s2	a5.sx	a6.s2	a7.s3
bank-n	An exception to the superior performance of Internet banks versus non-Internet <banks> were de novo Internet banks, which were less profitable and less efficient than non-Internet de novos.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
bank-n	Oil barons like Josh Cosden and Harry Sinclair built mansions well up the hill from the river's <bank>.	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2
bank-n	While they might still be supported by taxpayers they were financing loans while big <banks> were disappearing from the market.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	The territory of the intrepid pride in Mara includes the <banks> of the Talek River, also the domain of many Leopards.	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s3
bank-n	"Money that is invested in bonds and deposited in <banks> may already be on the way to money-heaven, without complacent investors and depositors realizing it."	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	At which point he pulled out a Lucky Craft Staysee and cast towards the <bank>.	a1.s2	a2.s3	a3.sx	a4.s2	a5.sx	a6.s2	a7.s3
bank-n	"My first memory is of my father carrying a hammer into our bedrooms and smashing open our piggy <banks> on the night Roberto died."	a1.s1	a2.s12	a3.s3	a4.s3	a5.s1	a6.s3	a7.s1
