headword	text	sense1	sense2	sense3	sense4	sense5
餐厅-n	去俄罗斯旅游，你可以到高逼格的全景<餐厅>一边品尝精致美食一边饱览城市风景，也可以到街角的小餐厅体验一把当地市民的生活，品尝几味地道的俄罗斯家常菜，同样的惬意！	a1.sx	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	现在喜欢新中式风格的业主很多，那么新中式的<餐厅>应该如何来装饰呢?	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	转眼到了吃饭的时间,我们一同走到楼下机关食堂<餐厅>吃个便饭.	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	一家有泰国特色的地中海风情<餐厅>，主营地中海菜肴和泰国菜，菜品精致可口，新鲜美味，这里绝美的就餐环境还能让你尽览海滩和码头的美景。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	一楼为大堂、中西<餐厅>、美容美发、商务中心、超市。	a1.s1	a2.s2	a3.s4	a4.s1	a5.s1
餐厅-n	客厅和<餐厅>的分布也算合理，但客厅的电视背景墙上有门，比较影响美观。	a1.s3	a2.s1	a3.s2	a4.s2	a5.s1
餐厅-n	<餐厅>客厅南北通透，两房朝南，两房朝北。	a1.s3	a2.s5	a3.s2	a4.s2	a5.s2
餐厅-n	不过，大部分的年轻人都会讲英语，旅馆、<餐厅>，以及主要车站的询问中心，都会说英语。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	上周五，妻子准时参加聚会，地点在北京某大学附近的一家<餐厅>里。	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1
餐厅-n	随后，记者跟随食药监局工作人员抵达八楼客啃蹄花餐厅，对其食品加工间进行检查，经查发现，该<餐厅>厨房存在员工个人物品与经营区域未分离、冷藏柜未加标示、生熟食存放未分离、消毒记录不全等问题。	a1.sx	a2.s5	a3.s1	a4.sx	a5.s1
餐厅-n	如时间来得及，将安排购物中心自由活动在中式<餐厅>晚餐。	a1.sx	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	偌大的<餐厅>，三三两两的，也没几桌人，顾天擎安静而沉默的用餐，礼仪完美的跳不出一点毛病来，可乔曼茵却有些食不下咽，她与他，终究是分开了很多年，很多话题，真的聊不到一起去了。	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	不过，如果要到商场<餐厅>就餐，一定要将小推车内的网扣下来，以免发生意外。	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	5月31日-6月2日，广州老字号家具卖场红树湾家具（陈家祠店，番禺店）联合中团网，为答谢广大业主朋友的信赖和支持，全客厅、卧室、书房、<餐厅>等全屋家具十万款式家具1折清仓大放送，买满5000即送泰国6天游！	a1.s3	a2.s1	a3.s2	a4.s2	a5.s1
餐厅-n	成人于酒店“盛宴”餐厅或“鲜”<餐厅>享用早餐或午餐，小宾客即可享有免费自助餐优惠。	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	我们选择了一家，在大众点评上便宜又推荐的<餐厅>（大众点评和百度现在都是出国利器啊！	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	张家界武陵源锦元大酒店是一家多功能、综合性的三星级旅游酒店，酒店拥有高档套房、豪华客房80套，有设计时尚、装修典雅豪华能同时容纳200人同时就餐的<餐厅>、包厢，能提供湘、本地土家菜等各类美味。	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	菜系风味：潮汕菜<餐厅>地址：天河区珠江新城海安路183号1-3楼	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	史各士皇族酒店因豪华的亚洲和地中海自助餐而闻名，它的餐厅也是别具风味，为优雅的回旋<餐厅>，所提供的丰富食物，足以满足各界人士的口味。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	青藏线自驾路途中你既能品尝到青海的西北特色美味，还能尝尝地道的藏族风味，不过建议在自驾路途中自备一些食物，在自驾路段中不太好找餐厅，而多数休息停靠区域的餐厅以川菜为主，可以根据自己的口味选择<餐厅>。	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	南边一栋三层老房子是NationalHistoryMuseum国家历史博物馆，记载着这个自古航海咽喉要道的辛酸往事，我们进去看了一下，1RM/人，主要是进去吹空调并调整一下；博物馆的旁边是现代玻璃拱门建筑吉隆坡图书馆PerpustakaanKL；西边正对苏丹大楼的是SelangorClub雪兰莪俱乐部，曾经是上流社会出入的场所，现在是个很有情调的<餐厅>；北边是教堂St.Mary’sCathedral，建于1894年，纯白的墙身配上彩绘的玻璃窗，一看便知道是西方建筑。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	■2005年开张的姚<餐厅>是姚明的第一笔投资。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	在楼下的海边<餐厅>里吃早餐时，偶遇三位僧侣化缘。	a1.sx	a2.s4	a3.s1	a4.s1	a5.s1
餐厅-n	虽然欧式古典建筑在不同的时期和不同的地区风格造型各不相同，但西式餐厅并不需要完全复制一个古典建筑的室内，因此我们在设计上可以将所有的欧式古典建筑的风格造型以及装饰细部进行筛选，选出有用的部分直接应用于餐厅的装饰设计，也可以将欧式古典建筑的元素和构成进行简化和提练，应用于<餐厅>的装饰。	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	评论：试过禅城甘多间日本料理的<餐厅>（八千代、大和、樱田等）最中意呢间，店内装潢格局清幽典雅，食物味道好，价格虽然有D贵，但值得，好多日本人帮衬。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	老人活动中心、<餐厅>、宿舍、活动场地和卫生保健室以及聘请专业护理人员都需要大量的投入。	a1.s2	a2.s4	a3.s1	a4.s1	a5.s1
餐厅-n	在餐厅装修中，<餐厅>吊顶是非常重要的环节。	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	想开一家素食<餐厅>，可素提醒你首先要做好市场调查，摸清周围环境，素食是一种时尚之风，但是需求群体各异，投资选址也是有区别的。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	这时<餐厅>的经理迅速赶来询问。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	主厨房后面则是高级官员房间,再后面是会议室和<餐厅>。	a1.s3	a2.s1	a3.s2	a4.s1	a5.s1
餐厅-n	记得那时候,赖老才刚刚开始画国画,白天就拿块板在宾馆附近写生,晚上就在宾馆的<餐厅>,把纸铺在地上画,有些还是蹲着画的。”	a1.s2	a2.s5	a3.s2	a4.s1	a5.s1
餐厅-n	郭子仪，21岁就当上京兆尹中华<餐厅>的行政主厨，也是台湾最年轻、最多产的食谱书作家。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	遮阳棚；雨搭；雨罩；伸缩遮阳篷；天幕篷；休闲遮阳伞；法式篷；折叠帐篷，车棚，汽车车棚，自行车棚，钢构车棚,铝艺栅栏，铝艺大门的企业；产品造型典雅、时尚、美观、简约，独具欧陆风情,适用于酒店、会所、茶楼、咖啡厅、<餐厅>、酒吧、公园、高尔夫球场、别墅、泳池、沙滩、温泉区等家居休闲娱乐场所。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	早上出门到甲米汽车站买了27日到曼谷的汽车票，在路上随便找个<餐厅>吃了早饭。	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	前面的说过：半包费用45000多元，含了1900元的结构改造，以及客厅<餐厅>的灯槽吊顶以及过道的平顶4000多元，如果不做结构改造和吊顶造型，基础半包费用才39000多元（含乳胶漆）。	a1.s3	a2.s1	a3.s2	a4.s2	a5.s2
餐厅-n	很高兴遇见你<餐厅>，很多人第一次看见这个名字肯定会很惊讶吧，这家餐厅位于红河购物中心的街边边上。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	27岁的段某中专毕业后在南郊一家宾馆工作，本来他只是一名餐厅服务员，可为了满足自己的虚荣心，他却冒充宾馆高管，向家人和朋友都自称是宾馆<餐厅>的经理。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	吃喝玩乐在中关：天作大厦-----距离中关村校区最近的应该就是东门对面的天作大厦了~该大厦是一个类似于小商品批发市场的地方，在良乡呆过的小盆友们想必应该都领教过西门的中大瑞祥吧~天作大厦跟瑞祥差不多，但是东西可以要全一些~要买什么小桌子啦、小台灯啦、小电扇啦、笔啦、本本啦，各种各样的日常用品，在这儿基本上都能买到，而且还不错呀~楼上应该是卖尾货还有外贸原单衣服的地方，有时间可以去淘到不少好的东西~华宇购物中心----天作大厦北面不远的地方就是比较高档的华宇购物中心了~这里面有屈臣氏—是离学校最近的一家店嘞，还有各种衣服啦、手表啦，当然还有各种吃的~新中关购物中心----距离本部两站地铁的地方，各大电子商品大厦云集的地方，这里有家乐福、还有地下一层的各种店面，想必大家肯定都会喜欢的~小编在此强烈推荐，位于家乐福一楼的港丽<餐厅>，有特别好吃的冰激凌面包，当然了这是小编的最爱。	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	在长沙岳麓区文轩路的这家北京汉丽轩自助烤肉店，宽敞的<餐厅>里座无虚席。	a1.sx	a2.s6	a3.s1	a4.sx	a5.s1
餐厅-n	现在我们的<餐厅>家具中，餐桌它是我们的餐厅家具中一个很重要的一部分，现在市场上餐桌的种类是很多样的，餐桌我们就材质而言，它也是有很多的，那么今天我们就来讲解钢化玻璃餐桌的优缺点。	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	第一周美食节由加利西亚大区“掌勺”，米其林一星大厨贝贝・索亚用精确到分毫的烹饪，带来精腌牡蛎、乱炖石斑鱼；而代表国际大厨的陈经伦，香港唯一一家荣获米其林二星级<餐厅>的大厨，则将中西结合做到极致，“发明”出西班牙风味的“小笼包”。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	奢华三房，接洽景观阳台，户型方正，布局合理；独立玄关设计，开阔鞋柜空间，入户体验佳；客厅开阔，<餐厅>客厅一体；生活阳台步入厨房，采光通风效果好。	a1.s3	a2.s5	a3.s2	a4.s2	a5.s2
餐厅-n	⊿改造后的<餐厅>厨房打造成了自由开放的格局，使得一家人有更多的互动区域，原本狭小的四人桌也加大成了供多人使用的大餐桌，让团圆变得更其乐融融。	a1.sx	a2.s5	a3.s1	a4.sx	a5.s1
餐厅-n	豪华的<餐厅>、20多人的大圆桌、标价4万元据称是30年窖龄的茅台、8万元的用餐标准。	a1.s1	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	...不过刚好从朋友那边得知一间新开的亲子<餐厅>还不错千嘉妈也想去看看所以就约那边~芭蕾二馆餐厅~(因为没照到店面全部所以上图.	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	不丹向游客开放的宾馆、<餐厅>和景点都有免费向外国游客开放的厕所，有个别地方的收费厕所。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	对于地下车库、地下室、一楼<餐厅>、楼梯及墙体腐烂，二楼儿童房、主卧及三楼主卧的墙体渗漏造成地板及墙纸霉烂的问题，胡女士觉得应全部更换墙纸及地板，更换墙纸地板应与原来颜色一致。	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	天津市华莎酒楼坐落在天津市河西区复兴门桥郁江道2号，是一家主营美食的<餐厅>，装修很典雅，灯光呈金黄色，人坐在里面感觉很温馨，大厅主要是四人桌的，餐厅布置的挺有格调，能容纳三百多位食客，但布置的很干净，很整洁。	a1.sx	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	石油,丙烯乙炔,液化气配送各大中型饭店单…大东送米外卖本液化气配送站还可为大中小饭店、大中小<餐厅>、学校公司食堂、工地、…	a1.s2	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	爱丽卡偌大的<餐厅>只有16桌大小不一的卡座和半包厢，所以晚餐时分这里常常是一座难求，晚餐订不到位的食客们不妨中餐或下午茶时分光顾也不错哦。	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	秦礁往四周探视了一下，<餐厅>的灯光昏暗，颇有一些暧昧的气氛，空气中流淌的是肖邦的钢琴曲《B小调谐谑曲》。	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	就项目自身配套而言，依托大盘规模优势，中央公园配备有超豪华装修的多种功能名流俱乐部尊贵双会所，会所内设有放映厅、羽毛球馆、瑜珈馆、健身房、棋牌室、儿童游乐场、中西<餐厅>等休闲娱乐设施；福州首屈一指的37亩社区体育公园，拥有200米田径跑道、网球场、篮球场、游泳池等项目设施，社区商业步行街及商业中心；3所幼儿园、1所小学、1所中学。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	地价是最贵的（24岁）有很多高级的<餐厅>（22岁）据说银座的物价很高（22岁）寿司店既视感（20岁）	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	一行人接着参观了国子监与孔明庙，包括了观看《大成礼乐》表演以了解中华礼仪的传承、参观辟雍等古时讲学的建筑、体验素食<餐厅>感受禅文化与当代文明的结合。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	但近期却有记者调查发现，少数干部冒充“个体户”公款出境游，还有人将公款吃喝转入“地下”，把单位食堂“变身”为“堪比五星级饭店的内部<餐厅>”、“把茅台酒倒进矿泉水瓶”，甚至偷偷摸摸到隐秘会所去消费。	a1.s1	a2.s2	a3.s4	a4.s2	a5.s1
餐厅-n	北京市大兴区西红门镇北兴路2号010－60299777／60251859由西红门路西行于同华大街路口南行即到单人间、双人标准间、五人套间、高级套房、总统套房健身中心、游泳池、桑拿房、棋牌室、康体中心、多功能厅、会议室伊斯兰餐厅、粤式风味<餐厅>、湘式风味餐厅、西餐厅	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	由于近山临湖，日月潭的美食特产从野菜到山产、水产都有，在各饭店及<餐厅>厨师的巧思与创意下，展现了日月潭多元族群的餐饮特色，不仅让人垂涎三尺，更让游客难以忘怀，特别是「总统鱼大餐」、「邵族飨宴」、「龙凤美食」、「樱花宴」、「阿萨姆红茶宴」最让人赞不绝口。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	<餐厅>的整体装修以简约、黑白为主，光线较暗，厨房是开放式的。	a1.sx	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	有设备齐全的各种档次客房110间，250个床位，可容纳10人至300人等不同规格的多功能型会议室7个，以及能容纳450人同时就餐的<餐厅>，设有室内、外大型运动中心，可同时提供高乐夫、足球、气排球、羽毛球、乒乓球、门球、篮球、桌球、拓展培训等多种球类活动和游泳、水车、飞鱼、滑水、潜水等各种水上娱乐	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	房卡长这个样子，被擦去的地方是你的姓名；“B09”处是你的指定逃生集合区域；还有你的晚餐正<餐厅>就餐楼层和时间（时间可以至邮轮上5F服务台更换）；和你的房号（但是没有显示楼层，是为了以防被别人捡到后冒用，我猜的～）	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	即使你不是在北京、上海和广州这样的繁华城市过情人节，你一样可以查到所在地的汽车、旅馆饭店、<餐厅>和小区信息。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	装修典雅的<餐厅>可同时接纳百人就餐，并设有豪华宴会厅、VIP包间、异域风情的水上餐厅别具一格及特色露天烧烤。	a1.s1	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	【吃】中午可选择在酒店里享用午餐，晚餐可在酒店附近餐馆就餐，推荐餐厅：石浦饭店、缸鸭狗汤团店、曹操<餐厅>、藤格里餐厅等。	a1.sx	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	专业*高档卧房、客厅、<餐厅>、书房等系列家具，以其色泽独特、款式新颖、配套完整、高贵耐用而深受国内外消费者青睐。	a1.s3	a2.s1	a3.s2	a4.s2	a5.s1
餐厅-n	有网友爆料吴彦祖携爱女Raven现身拉斯维加斯某<餐厅>，当时周围有众保镖随行。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	特别是环境，让人觉得稍微其他的日本料理店有点档次，就想中国菜的茶<餐厅>和精品店的区别。	a1.sx	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	热爱美食的人都有一颗充满生活情调的心，平时工作繁忙的晶晶有喝下午茶减压的习惯，时尚的她对餐厅的选择很是挑剔，不但菜品要求美味而且<餐厅>的内部装饰也要够温馨。	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	这间餐厅真是在前不着村后不着店的地方树立着，可是这间<餐厅>的生意出奇的好，说明一个问题，他家是靠口碑过活的，看来我们是没去错地方；	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	付出1不管是高档的<餐厅>还是路边的小店,上港老总：正物色孔卡替身明年预算不低于2016身处在一片岩浆火海之中！	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	其实很简单，通常约会吃饭的<餐厅>都是到柜台点餐付钱，大家也会在点餐前相互讨论吃什么，最后都到柜台点自己的那份，不用问别人“要不要帮你点”，澳洲人没有这个习惯。	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	现如今，<餐厅>吊顶的装修已经是很常见的了，对于餐厅吊顶的装修来说，其相应的装修材料也是非常多的。	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
