headword	text	sense1	sense2	sense3	sense4	sense5	sense6
kroon-s	Minu esimene auto, mille ma 1000 <krooniga> ostsin oli toonitud klaasidega punane ZAZ 965.	a1.sx	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Käsitletavad teemad:• "Eesti majandusest pärast <krooni>" - milline on majandusprognoos lähiaastateks ning võimalused ning ohud, mida plaanide koostamisel arvestada.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	1924. aastal võrdsustati Eesti <kroon> Rootsi krooniga.	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Repo pidi nende eest maksma 20 miljonit <krooni> ja ühtlasi üle võtma tootmisettevõttel tekkinud 25 miljoni kroonise võla.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	Laminaatide ja <kroonide> jaoks küll ilmselt niipea raha pole, aga juba plommivahetus peaks naeratuse veidi ilusamaks tegema.	a1.s1	a2.s1	a3.s3	a4.s1	a5.s1	a6.s2
kroon-s	Eesti Telekomi erastamine on peaminister Tiit Vähi hinnangul riigile igal juhul kasulik, sest isegi poolte aktsiate müügist laekuks eelarvesse suur hulk <kroone>.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	000kroonise käibe juures 0,62 protsenti 16 <krooni> tasemele.	a1.sx	a2.sx	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	Kellel veel arusaamatuks on jäänud, siis kordame üle: Pia loobus <kroonist> vabatahtlikult, sest riik ei toetanud teda piisavalt!	a1.sx	a2.sx	a3.s2	a4.s1	a5.sx	a6.sx
kroon-s	Grupi intressitulud kasvasid 6,633 miljardi Rootsi <kroonini> mulluselt 5,580 miljardilt kroonilt.	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Tornikiivri taastamise maksumuse on restaureerimisfirma Rändmeister juhataja ajaloolane Juhan Kilumets hinnanud 2,37 miljoni <krooni> suuruseks.	a1.sx	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	"pohui kas euro või <kroon>, raha mul niikuinii pole" see on tore ütlus	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	"Kui tuli tehing 9 <krooni> tasemelt, läks asi kohe elavamaks natuke.	a1.sx	a2.sx	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	Junior Achievement Eesti vilistlasorganisatsioon SENT (Sild Ettevõtlike Noorte Tulevikku) korraldas ka sel aastal Töövarjupäeva <Krooni>, mille käigus oli noortel võimalus kandideerida oma ala tipptegijate varjuks.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	Berniku peas seisab mõlkis pronksist <kroon>.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	Keegi teab kus 160 <krooniga> müüakse toda mängu?	a1.sx	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Kõige <krooniks> võiks olla õhtu šamaanitrummi ja saami joigujatega.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	Tehnikamaailma detsembrinumber on viimane, mille kaanel on esimesel kohal veel hind <kroonides>.	a1.s2	a2.s2	a3.s1	a4.s1	a5.s2	a6.s1
kroon-s	Eeldatav reisi kogumaksumus tuleb 9000 krooni seega, võimalik, et saame odavamalt hakkama, aga umbes 9000 <krooniga> peaks arvestama.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	Nii olid väikeinvestorid juba pärast õhtuse "Aktuaalse kaamera" vaatamist valmis ostma Hansapanga aktsiaid 30 <krooni> kallimalt eelmise päeva sulgemishinnast.	a1.sx	a2.sx	a3.s1	a4.s4	a5.sx	a6.sx
kroon-s	Juhime oma klientide tähelepanu sellele, et nüüdne rahavahetus erineb oluliselt viimasest rahareformist, kui Eesti läks üle rublalt <kroonile>.	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Eelmise nädala reedel saatis rahandusministeerium arvamuste avaldamiseks välja eelnõu, mis sätestab juba enne euro kasutuselevõttu hindade avaldamise lisaks <kroonidele> paralleelselt ka eurodes.	a1.sx	a2.s2	a3.s1	a4.s1	a5.s2	a6.s1
kroon-s	<Krooni> devalveerimine viiks tuhanded Eesti pered finantskatastroofi äärele, kuna lõviosa laenudest on väljastatud eurodes ning sisuliselt tõuseks automaatselt kõikide eurolaenude igakuised tagasimaksed, kinnitab AS Pindi Kinnisvara juhatuse liige Peep Sooman.	a1.s2	a2.s2	a3.s1	a4.s5	a5.s2	a6.s1
kroon-s	Kuidas individuaalne bensiini pakkumine annab kokku turupakkumise (hinnad <kroonides>) Tabel 1 Tee siia alla joonis, millel on kujutatud bensiini pakkumisgraafik.	a1.s2	a2.s2	a3.s1	a4.s7	a5.s2	a6.s1
kroon-s	Hind alates 150 <kroonist>.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	Sealihakilo omahinnaks arvestavad tootjad 21 krooni, kuid tööstused maksavad praegu vaid 12 <krooni> kilost.	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	<Krooni> pani pähe Võru linnavalitsuse töötajate seminar Marokos, mida linnapea igati õigustas.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	Paned tuuliku koju ja andmekeskuse sinna suure varjualuse alla, mille sa <krooni> ajal soodsalt püsti panid.	a1.sx	a2.s2	a3.sx	a4.s1	a5.s2	a6.s1
kroon-s	Kõik toredas suuruses, kenad puurid maksavad üle minu hinnapiiri, mis võiks olla ikka mingi 500-700 (vabandust, et veel <kroonides>, aga see kohe iseenesest läheb), nägin isegi ühes poes puuri mis oli päris suur ja maksis soodusmüügiga 549 krooni.	a1.sx	a2.sx	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	Jizerská padesátka maratoni eelarve (hinnad on arvestatud <kroonidest> eurodesse ja seejärel ümardatud):	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	Neli Eesti suurimat kommertspanka vormistasid kevadel tehinguid 2,4 miljardi <krooni> laenamiseks lääneriikidest ja tahavad raha kohalikeks ettevõtmisteks edasi müüa.	a1.sx	a2.s2	a3.s1	a4.s1	a5.s2	a6.s1
kroon-s	Piiratud õigusega ja ajutise juhiloa hinna tõstaks eelnõu 130 <kroonilt> 250 kroonile.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	Sadamadirektori sõnul on tehtud taotlus 5,5 miljoni <krooni> saamiseks, millest piisaks jäämurdmis- ja küttekulude katteks.	a1.sx	a2.s2	a3.s1	a4.s1	a5.s2	a6.sx
kroon-s	"Esialgsetel andmetel jäime umbes 450 000 <krooniga> kahjumisse," tunnistas Land.	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Postimeest ja teisi väljaandeid kirjastav Eesti Meedia kontsern jõudis teises kvartalis 2,4 miljoni <krooniga> kasumisse, kontserni kahjum esimesel poolaastal kokku oli 5,8 miljonit krooni.	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	Kokku oli lepitud ka kolme tuhande <krooni> suuruses tasus, mille eest vennad pidid narkoaine üle Euroopa Ühenduse tollipiiri Vene Föderatsiooni territooriumile viima.	a1.sx	a2.s2	a3.s1	a4.s1	a5.s2	a6.s1
kroon-s	Krediidipanga laenuportfell on kuu ajaga mõningal määral kasvanud, suurenedes 432 miljonilt <kroonilt> 436 miljoni kroonini.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	Rahanduskomisjoni kuuluv ning ettepanekutele vastu olnud Sotsiaaldemokraatliku Erakonna liige Eiki Nestor lausus, et arvestades ees olevat aktsiiside tõusu ning ka valitsusliidu poolt tahetud käibemaksu tõusu, võib bensiiniliitri hind kerkida kuni <kroon> liitri kohta.	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Mina ostsin <krooniga> koti WW Passage'st teiselt korruselt (seda poodi olen ma siin juba mitmes teemas kiitnud )	a1.sx	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Narva tühistas laenuhanke konkursi umbes 143 miljoni <krooni> saamiseks.	a1.sx	a2.s2	a3.s1	a4.s1	a5.s2	a6.sx
kroon-s	Seoses euro kasutuselevõtmise ettevalmistamisega saatis Rahandusministeerium arvamuste avaldamiseks välja eelnõu, mis sätestab juba enne euro kasutuselevõttu hindade avaldamise lisaks <kroonidele> paralleelselt ka eurodes.	a1.sx	a2.s2	a3.s1	a4.s1	a5.s2	a6.s1
kroon-s	Põder oma uhke kujuga on justkui looduse <kroon>, kahejalgne püssimees põõsas aga, kes tema maised jäänused (luud kondid, mida kotka nokk järada ei suuda)põõsa alla jätab: looduse häbiplekk.	a1.s3	a2.sx	a3.s4	a4.s8	a5.s3	a6.s3
kroon-s	"Kaitsevaldkonna poolt vaadatuna on intelligentne ning hea sõjalise hariduse saanud sõdur, allohvitser või ohvitser vähemasti sama oluline kui sadadesse miljonitesse <kroonidesse> küündiv relvastushange," lisas kaitseminister.	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	Võrno sõnul on teedeehitus kallis ettevõtmine, selle teelõigu ehitamisel katsutakse jääda 100 miljoni <krooni> piiridesse.	a1.sx	a2.sx	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	Üks koostööpartner otsustas poolt tundi enne võtete algust nõuda võtteplatsi eest filmitegijatelt 1000 <krooni> tunnist, kuigi eelnevatel läbirääkimistel polnud sellest juttu.	a1.s2	a2.sx	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	Ainsad, mis metallokeraamilise <krooni> juures allergiat võivad tekitada, on mõned metallkape komponendid.	a1.s1	a2.s1	a3.s2	a4.s1	a5.s1	a6.s2
kroon-s	Järgmisena etapina valmistatakse implantaadile <kroon>, milleks valitakse koos arstiga sobivaim hambakrooni materjal.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	Märtsikuu istungil kavatseb Kuressaare linnavolikogu tõsta toimetulekutoetuse arvestamisel arvesse võetavate eluruumi alaliste kulude piirmäära, mille järgi tõuseks üüripiirmäär seniselt 17 <kroonilt> ruutmeetri eest 30 kroonile ning näiteks elektritasu hakataks arvestama üld- ja majapidamises kuluva elektri eest koos.	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Ämbritäis sibulaid ühe <krooniga> "Lapsena unistasin, et minu aias on kord palju-palju sireleid.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	2) paragrahvi 8 lõike 2 punktis 13 asendatakse tekstiosa 12 000 <krooni> tekstiosaga 767 eurot;	a1.sx	a2.s2	a3.s1	a4.s3	a5.sx	a6.s1
kroon-s	Käibemaksu määramine ja tasaarvestamine enammaksega oli ringkonnakohtu hinnangul vaidlustatud maksuotsuses õige 1,3 miljoni <krooni> ulatuses.	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Kõikide osalused jäävad RERi juhataja Rain Tamme sõnul poole kuni pooleteise miljoni <krooni> piirimaile, ettevõtte aktsiakapitaliks on praegu 25 miljonit krooni.	a1.sx	a2.s2	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	Päeva esimestel kauplemisminutitel ligi 4% miinuses olnud väärtpaber lõpetas 411,51 <kroonil> ehk 1,1% esmaspäevast madalamal, vahendas aripaev.ee.	a1.sx	a2.sx	a3.sx	a4.s2	a5.sx	a6.sx
kroon-s	2) paragrahvi 231 punktis 1 asendatakse sõnad 200 <krooni> sõnadega 12,79 eurot;	a1.s2	a2.sx	a3.sx	a4.s6	a5.sx	a6.s1
kroon-s	Nii tupp kui ka <kroon> on liitlehised.	a1.s4	a2.s3	a3.s6	a4.s9	a5.sx	a6.s3
kroon-s	Gorkovenko sõnul makstakse katseajal töötajale 6000 krooni kuus, hiljem sõltub töötasu inimese oskustest ning võib ulatuda ka 20 000 <kroonini> kuus.	a1.sx	a2.sx	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Rahandusministeeriumi majandusprognoosi arvestades võivad töötukassa 2,8 miljardi <kroonini> ulatuvad reservid asutuse juhi Meelis Paaveli hinnangul aga lähiaastail otsa saada.	a1.sx	a2.s2	a3.s1	a4.s1	a5.s2	a6.s1
kroon-s	Mitmekümne tuhande <kroonini> küündivat õppemaksu küsivad Eesti erakõrgkoolid muutuvad sisseastujate seas menukamaks, kui nende õppekavad saavad karmikäeliselt rahvusvaheliselt akrediteerimiskomisjonilt heakskiitva hinnangu.	a1.sx	a2.s2	a3.s1	a4.s2	a5.s2	a6.s1
kroon-s	Maksustamiseelne kasum kasvas 5,5 miljardi Rootsi <kroonini> mulluselt 3,6 miljardilt kroonilt.	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Mais laekus üksikisiku tulumaksu ainult 69,22 miljonit <krooni> võrrelduna 134,5 miljoni krooniga aprillis.	a1.sx	a2.s2	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	Üüri piirmäär kaob tuleval kevadel Linnavalitsus ei toetanud eile kumbagi volikogu me-netluses olevat eelnõu, millest üks näeb ette üüri piir-määra kaotamise ning teine selle tõstmise viieteist-kümne <kroonini> ruutmeetrilt.	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Eesti Vabariigi rahad, <kroonid> ja sendid, käibelelastud 1928. a. Raha kui riigivõimu sümbol?	a1.s2	a2.s2	a3.s1	a4.s1	a5.s2	a6.s1
kroon-s	Maksin <kroonides> aga selle ümardamise tulemusena (kroonid eurodeks - eurod kroonideks) käisin välja üsna kummalise summa viissada krooni ja kümme senti.	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	Olukorras, kus me võtame vastu miljarditesse <kroonidesse> ulatuvaid lisaeelarveid ja ülelaekumine ulatub samuti miljarditesse kroonidesse.	a1.s2	a2.sx	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	Sampo Eesti Kindlustus jäi mullu 11,1 miljoni <krooniga> kahjumisse, mis oli seltsi teatel tingitud turu kiirest hõivamisest.	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	" Osalemistasudest jäi üle hulk <kroone>, mis kantakse avatava Noorte Golfi Arengufondi arvele.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	Et mõlemale lapsele autojuhiload kinni maksta, võttis isa kaks korda pangast väikelaenu (see oli veel <krooni> ajal, kuskil 10 000 näo pealt).	a1.sx	a2.s2	a3.sx	a4.s1	a5.s2	a6.s1
kroon-s	Tüdrukute nädala <krooniks> sai lustakas karneval- minu lemmikkangelane.	a1.sx	a2.sx	a3.sx	a4.s4	a5.sx	a6.s1
kroon-s	Number on number, olgu hind <kroonides> või eurodes.	a1.s2	a2.s2	a3.s1	a4.s1	a5.s2	a6.s1
kroon-s	Ka praeguste eurode sendid, mis 15,6466 korda kallimad võrreldes <krooni> sentidega, on täiesti väärtusetud.	a1.sx	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Kui enne kontrolli maksid sellised asutused kuus 200-300 <kroonini> ulatuvaid elektriarveid, siis pärast varguse avastamist ja ligi 50 000-krooniste trahvide määramist küündisid elektriarved 11 000 - 14 000 kroonini kuus.	a1.sx	a2.s2	a3.s1	a4.s2	a5.s2	a6.s1
kroon-s	2007. aastal süttis mets süttis 64 korral, kahjustada sai ligi 292,4 ha metsamaad ning kogukahju jäi 1,1 miljonit <krooni> piiresse.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	Siis järgmisena aga, kui kõik vaevused on päeva-paariga kadunud, oled siiralt üllatunud, kuivõrd kohanemisvõimeline on siiski meie füsioloogiline keha ning mõistad, miks [[inimene]] ennast juba ammusest ajast looduse <krooniks> peab.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	Läbi päeva vältavate sündmuste <krooniks> kujunes Tähtvere pargis toimunud koosviibimine, mille kordamineku eest vastutasid ja seda juhatasid Tartu Memento esimees, tuntud vabadusvõitleja Enn Tarto ja juhatuse liige Endel Uudevald.	a1.sx	a2.sx	a3.s4	a4.s1	a5.sx	a6.sx
kroon-s	Neljapäeval lõppenud mängijate üleminekuperioodil oma ridu koguni kaheksa uue mängijaga tugevdanud Sillamäe Kalevi ründeliini <krooniks> tuleb Narva Transist üle meistriliiga mullune suurim väravakütt Dmitri Lipartov, kirjutab Põhjarannik.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	INF 14 veergudes 4 ja 6 "Summa <kroonides>" näitab tööandja, kui palju ta on kalendriaastas konkreetse sõiduauto või mootorsõiduki kasutamise eest töötajale hüvitist kokku maksnud.	a1.s2	a2.s2	a3.s1	a4.s7	a5.s2	a6.s1
kroon-s	Kui autoomanik pole kümne päeva jooksul riket kõrvaldanud ning ülevaatuse läbinud, võrdsustatakse auto tehnoülevaatuse mitteläbinud autoga ning autoomanikku võib trahvida kuni 1100 <krooni> ulatuses.	a1.s2	a2.s2	a3.s1	a4.s1	a5.s2	a6.sx
kroon-s	Ravikindlustuse seaduse § 5 lg 2 p 4 kohaselt on kindlustatud isikuks sh juhatuse liige juhul, kui tema eest on makstud sotsiaalmaks vähemalt miinimummääralt (ehk 1400 <kroonilt> kuus).	a1.sx	a2.s2	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	Keskkonnatasude kava näeb ette, et tavaprügi mahapaneku maks kasvab praeguselt 156 <kroonilt> tonni eest 250 kroonile tonnilt.	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	12.05.2004 Aprillis testimisega tegevust alustanud Interneti-põhise sporditotalisaatori käive ületas vähem kui kuu ajaga miljoni <krooni> piiri.	a1.sx	a2.s2	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	Eelmise aasta maiga võrreldes suurenes kaupade eksport EL riikidesse 0,2 miljardi <krooni> võrra (3%) ja SRÜ riikidesse 0,1 miljardi krooni võrra (10%).	a1.sx	a2.s2	a3.s1	a4.s2	a5.s2	a6.s1
kroon-s	Ma söandaksin siiski polemiseerida selle kohustuse üle, mille me paneme kõigile maaomanikele, olgu see maalapike ka nii väike, mille puhul võib maks ise alata kahekohalisest arvust, võib-olla paarikümnest <kroonist>.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	Kakskümmend viis <krooni> tunnis – naeruväärne raha.	a1.sx	a2.s2	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	Palga alammäära suurendamine 2480 <kroonini> tähendab 320 krooni suurust tõusu ametiühingute poolt esialgselt nõutud 440 kroonise tõusu asemel.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	Erinevalt Hansapangast arvestavat Ühispanga pakkumine Tallinna Panga aktsiakapitali suurenemisega, misläbi olevat kahe pakkumise vahe vaid üks <kroon> aktsia kohta.	a1.s2	a2.s2	a3.s1	a4.s5	a5.sx	a6.s1
kroon-s	Rootsi keskpanga eksjuht Bengt Dennis arvab, et Eesti <krooni> devalveerimine ei lahendaks meie probleeme ja Eesti riik peaks fiskaalpoliitikat karmistama.	a1.s2	a2.s2	a3.s1	a4.s5	a5.s2	a6.s1
kroon-s	Põllumajandusministeerium on labori sisseseadmiseks ja analüüside tegemiseks esitanud rahandusministeeriumile taotluse kahe miljoni <krooni> eraldamiseks valitsuse reservfondist.	a1.sx	a2.s2	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	Elektrita jäi üle 600 pere ja asutuse, kogukahju hindab ettevõte 19 miljoni <krooni> suuruseks.	a1.sx	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Seaduseelnõu kohaselt oleks lehma hind 50 ennesõjaaegset Eesti <krooni>.	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	2008. aasta eelarves ettenähtud investeeringute (tee-ehitusprojektid) katteks võttis linn laenu Euroopa Investeerimispangalt mahus 31,96 miljonit eurot ehk 500 miljonit <krooni> tähtajaga 20 aastat, intressimarginaaliga 0,128%.	a1.sx	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Ei kujuta ette kui kaua oleks seda veel saanud hoida, sest impordi - ekspordi vahet ja ka <krooni> kurssi hoiti riigivarade müügi ja välisinvesteeringute arvelt.	a1.s2	a2.s2	a3.s1	a4.s1	a5.s2	a6.s1
kroon-s	Seega peaks tänavune kasum tulema 1,74-2,01 miljardi Taani <krooni> vahele.	a1.sx	a2.s2	a3.s1	a4.s4	a5.sx	a6.s1
kroon-s	Kalurid panid omalt poolt 30 000 krooni lisaks ning 10 000 <krooniga> toetas neid ka Salme vallavalitsus.	a1.sx	a2.sx	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	Reedel teatas kautsjoni vastu vabastatud Caroline videopostituses, et loobub <kroonist> - missisevalimine olevat kroonimistseremoonia tõttu rüvetatud.	a1.sx	a2.sx	a3.s2	a4.s1	a5.sx	a6.sx
kroon-s	Sellest tulenevalt konverteeris ettevõte sellest kuupäevast alates oma raamatupidamiskontode saldode ümberarvestuse Eesti <kroonidest> eurodesse.	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	vastasel korral on suveks riik pankrotis ja IMF-ilt abi paludes kästakse meil <kroon> devalveerida ja mida see tuhandetele leibkondadele kaasa toob,saame kõik aru.	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	<Krooni> pani "legendile" pähe aga tõsine tõdemus "Aga ämmaraisa jätan maha, las upub..." tükk aega läks järgmisel hommikul, et taat taas maa peale tagasi tuua.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	Tallinna äärelinnas ja suurte maanteede naabruses jäävad maatükkide hinnad Ober-Hausi andmetel vahemikku 250-700 <krooni> ruutmeetrilt.	a1.s2	a2.s2	a3.s1	a4.s2	a5.sx	a6.sx
kroon-s	<krooni> aastal Tabel 8 Imavere valla finantskohustuste maksegraafik seisuga 26. aug (krooni) Aasta laenumakse kokku intressimakse põhiosamakse laenukohustuste jääk aasta lõpus Aasta laenumakse kokku intressimakse põhiosamakse laenukohustuste jääk aasta lõpus Seisuga on Imavere vallal plaanilises raamatupidamisbilansis laenukohustuste kogusumma 7,42 mln.	a1.sx	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Võistupakkumisel esinevad firmad on kõik valmis sadadesse miljonitesse <kroonidesse> ulatuvat investeeringut tegema.	a1.sx	a2.s2	a3.s1	a4.s1	a5.s2	a6.s1
kroon-s	Laar ütleb, et sellega saab kuni 400 000 <kroonini> ulatuvate laenude intressi lükata 5-7% vahemikku, ning Eesti keskmist palka saavad noored lapsevanemad, kelle netotulu kuus on 5000 krooni, ületavad seega laenukünnise.	a1.sx	a2.s2	a3.s1	a4.s1	a5.s2	a6.sx
kroon-s	Lacto on Sõrra sõnul valmis ostma piimakilo hinnaga 3,30 <krooni> juhul, kui tootjad suudavad pakkuda suvel 550 ja talvel 400 tonni piima päevas.	a1.sx	a2.sx	a3.sx	a4.s2	a5.sx	a6.sx
kroon-s	Viiol pole aasta peale tuhandet <kroonigi> kokku maksnud, võlgu riigile 8 miljonit.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	3 nädalaga, siis saab hakata implantaadi peale <krooni> tegema.	a1.sx	a2.s2	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	Veebruari lõpu seisuga oli Eesti pankadele tähtajaks tasumata laenude kogumaht 543,6 miljonit krooni ehk kaks protsenti kogu 27 miljardi <kroonini> ulatuvast laenuportfellist.	a1.sx	a2.s2	a3.s1	a4.s1	a5.s2	a6.sx
kroon-s	Kõrge hinna tõttu ei leia siinsetest poodidest naljalt värsket tuunikala, sest selle hind kipub olema üle 500 <krooni> kilost.	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Toimetaja Kai Vare * Tänavuse lisaeelarve suurus on ligi kolm miljardit <krooni>, sellest suurem osa läheb saatkonnahoonete ostmiseks välismaal.	a1.sx	a2.s2	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	"2008. aastal nõrgenes Norra <kroon> nii palju, et euro suhtes oli see neli päeva üle 10 taseme.	a1.sx	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Üleminek rublalt kroonile oli pöördelise tähtsusega sündmus, samal ajal kui üleminek <kroonilt> eurole on pigem puhttehniline muutus.	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Paremad Kalevi korvpallurid teenivad tänavu alates 400 000 <kroonist> aastas.	a1.sx	a2.s2	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	" Liiva kalmistu kogus 1998. aasta lõpuks 300.000 <kroonini> ulatuva võlgnevuse, millest umbes pool tekkis kooskõlastamata remonditööde tõttu ja poole moodustab võlg maksuametile.	a1.sx	a2.s2	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	(2) Tasuliste tervisekaitseteenuste hinnakiri sätestab tervisekaitseteenuste loetelu ja nende teenuste hinnad <kroonides>.	a1.s2	a2.s2	a3.s1	a4.s7	a5.s2	a6.s1
kroon-s	Oktoobris oli tehinguid 37 ja keskmine hind 14.808 <krooni> ruutmeetrist.	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Kontrollostule läinud SL Õhtuleht valib taldrikule lõhemedaljoni (40 krooni), neli kartulit ja natuke värvilist kuumtöödeldud maisi-hernest (kokku võeti selle eest 10 krooni) ja tartarkastme (5 <krooni> väärtuses) ; klaasi palub pudelist valada pool liitrit heledat lahjat õlut (18 krooni).	a1.sx	a2.sx	a3.s1	a4.s1	a5.s2	a6.sx
kroon-s	Teisipäeva hommikul varastati sanatooriumis Saaremaa Valss toast rahakott koos ligi 800 <krooni> sularahaga ja mobiiltelefon Motorola väärtusega 1600 krooni.	a1.sx	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Kõige <krooniks> jääb auto keskmine kütusekulu vaid 6.7 liitrile 100 km kohta.	a1.s5	a2.sx	a3.s4	a4.s1	a5.sx	a6.sx
kroon-s	Esimesed paar aastat arvestasin täiesti automaatselt hindu <kroonidesse> ringi.	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Viinistu uuendatud veesüsteemist tarbitava vee hinnaks määrati 15 <krooni> kuupmeetrilt.	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Tallinnas on Säästva Renoveerimise Infokeskuse juures pood, kus selliste kivide eest küsitakse 15 <krooni> tükist.	a1.sx	a2.sx	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	Samal ajal kui riigikogulased arutavad avalikkuse survel selle üle, kas nende enam kui poolesaja tuhande <kroonini> küündivad kuusissetulekud pole üle mõistuse kõrged, elab Eestis inimesi, kes peavad hakkama saama kuni tuhande krooniga kuus.	a1.sx	a2.s2	a3.s1	a4.s1	a5.s2	a6.sx
